language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
mixt1425,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
mixt1425,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
mixt1425,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
cuat1239,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
tutu1243,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
sant1441,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
chay1249,t,-,-,y,a,7,i,-,-,-,-,-,5,u,-,-,-,-
chay1249,t,-,-,y,a,7,i,-,-,-,-,-,5,u,-,-,-,-
chay1249,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
chay1249,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
jami1235,t,y,a,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
jami1235,t,y,a,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
jami1235,-,-,-,n,-,d,u,-,-,-,-,-,S,u,-,-,-,-
sanj1281,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
sanj1281,-,-,-,n,-,d,u,t,y,a,5,u,5,u,-,-,-,-
sanj1281,-,-,-,n,-,d,u,t,y,a,5,u,5,u,-,-,-,-
pino1237,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
pino1237,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
pino1237,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
pino1237,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
pino1237,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
ixta1235,-,-,-,n,-,d,u,-,-,-,-,-,S,i,-,-,-,-
tama1339,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
tama1339,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
huit1252,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
sind1277,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
sanm1294,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
diux1236,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
diux1236,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
sant1445,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
peno1244,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
sant1446,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
tida1235,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
sanj1282,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
soya1236,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
apas1235,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
apas1235,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
yucu1251,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
chaz1235,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
chaz1235,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
sout3001,-,-,-,5,-,-,u,-,-,-,-,-,5,u,-,-,-,-
sout3001,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
chig1239,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
coat1241,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
cuya1240,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
cuya1240,-,-,-,n,-,d,u,-,-,-,-,-,8,i,-,-,-,-
sant1437,-,-,-,-,-,8,-,-,-,-,-,-,-,a,-,-,-,-
tepe1280,-,-,-,n,-,d,-,-,-,-,-,-,-,i,-,-,-,-
chic1273,-,-,-,k,a,t,-,-,-,-,-,-,s,i,-,-,-,-
chic1273,-,-,-,g,a,t,-,-,-,-,-,-,s,i,-,-,7,-
sanm1298,-,-,-,k,a,t,-,-,-,-,-,-,s,i,-,-,-,-
copa1237,-,-,-,k,a,t,-,-,-,-,-,-,s,i,-,-,7,-
