language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
sila1250,-,-,n,-,-,-,-,-,a,5,-,-,-,u,-,-,-
sila1250,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
sila1250,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
mixt1425,n,i,k,-,-,-,-,-,a,-,-,-,-,a,-,-,-
mixt1425,n,i,k,-,-,-,-,-,a,-,-,-,-,a,-,-,-
mixt1425,n,i,k,-,-,-,-,-,a,-,-,-,-,a,-,-,-
mixt1425,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
mixt1425,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
cuat1239,-,-,k,-,-,w,-,-,i,5,-,-,-,o,-,-,-
tutu1243,-,-,k,-,-,w,-,-,i,5,-,-,-,o,-,-,-
sant1441,-,-,k,-,-,w,-,-,i,5,-,-,-,o,-,-,-
chay1249,-,-,-,-,-,-,-,-,-,n,d,a,-,a,-,-,-
chay1249,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
jami1235,-,-,k,-,-,w,-,-,a,5,-,u,7,u,-,-,-
sanj1281,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
pino1237,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
pino1237,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
pino1237,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
pino1237,-,-,-,-,-,-,-,-,-,n,d,a,-,a,-,-,-
ixta1235,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
tama1339,-,-,x,-,-,w,-,-,i,y,-,-,-,u,-,-,-
tama1339,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
huit1252,-,-,x,-,-,w,-,-,i,5,-,-,-,i,-,-,-
huit1252,-,-,n,-,-,-,-,-,e,5,-,-,-,u,-,-,-
huit1252,-,-,n,-,-,-,-,-,e,5,-,-,-,u,-,-,-
sind1277,-,-,k,-,-,w,-,-,i,-,-,-,-,o,-,-,-
sanm1294,-,-,x,-,-,w,-,-,i,5,-,-,-,u,-,-,-
diux1236,-,-,k,-,-,w,-,-,i,5,-,-,-,a,-,-,-
sant1445,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
sant1445,-,-,t,S,u,7,-,-,-,-,-,-,-,u,-,-,-
peno1244,-,-,n,-,-,-,-,-,e,5,-,-,-,u,-,-,-
peno1244,-,-,n,-,-,-,-,-,e,5,-,-,-,u,-,-,-
sant1446,-,-,k,-,-,w,-,-,i,5,-,-,-,3,-,-,-
tida1235,-,-,k,-,-,w,-,-,i,-,-,-,-,u,-,-,-
sanj1282,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
soya1236,-,-,k,-,-,w,-,-,i,5,-,-,-,o,-,-,-
apas1235,-,-,S,-,-,-,-,-,i,-,-,-,-,o,-,-,-
apas1235,-,-,S,-,-,-,-,-,i,-,-,-,-,o,-,-,-
apas1235,-,-,k,-,-,w,-,-,i,5,-,-,-,o,-,-,-
apas1235,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
caca1250,-,-,k,-,-,-,-,-,3,a,-,-,-,o,-,-,-
yucu1251,-,-,n,-,-,-,-,-,-,e,-,-,-,e,-,-,-
yucu1251,-,-,n,-,-,-,-,-,-,e,-,-,-,e,-,-,-
chaz1235,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
chaz1235,-,-,n,-,-,-,-,-,e,5,-,-,-,u,-,-,-
chaz1235,-,-,n,-,-,-,-,-,e,5,-,-,-,u,-,-,-
sout3001,-,-,k,-,-,w,-,-,i,-,-,-,-,u,-,-,-
chig1239,n,a,S,-,-,-,-,-,i,5,-,-,-,u,-,-,-
chig1239,n,a,S,-,-,-,-,-,i,5,-,-,-,u,-,-,-
chig1239,n,a,S,-,-,-,-,-,i,5,-,-,-,u,-,-,-
coat1241,-,-,k,-,-,w,-,-,i,5,-,-,-,u,-,-,-
cuya1240,-,-,t,-,-,S,-,-,i,t,-,-,-,u,-,-,-
cuya1240,-,-,t,-,-,s,-,-,i,t,-,-,-,u,-,-,-
sant1437,-,-,k,-,a,7,a,y,i,n,d,i,t,u,-,-,-
sant1437,-,-,k,-,a,7,a,y,i,n,d,i,t,u,-,-,-
chic1273,-,-,g,-,-,-,-,-,-,-,-,-,-,u,7,m,a
