language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
lich1241,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,-,-,y,-,-,i,-,-,-,-,-,-,-,-
naxi1245,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,-,-,y,-,-,i,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-,-,-,-,-,h,k,i
dumi1241,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,d,-,-,a,-,-,-,-,-,m,-,-
kulu1253,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,i,-,m,-,-,a,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,u,k,m,-,-,a,-,-,-,-,-,7,-,-
yamp1242,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,u,k,m,-,-,a,-,-,-,-,-,-,-,-
sunw1242,-,-,-,-,-,i,-,-,m,t,-,-,-,-,s,-,-,-,-,-,i,-,l,-,-,i,-,-,-,-,-,-,-,-
lepc1244,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,p,-,-,-,-,-,-,-,-,-,-,-
dhim1246,-,-,-,-,-,-,-,-,-,m,-,-,-,-,h,u,-,-,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,i,-,-,-,-,-,-,-,-
maga1261,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,r,k,h,e,-,-,-,-,-,-,-,-
kony1248,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,m,r,-,-,i,-,-,-,-,-,t,s,-
amdo1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,y,-,-,-,-,-,o,-,N,-,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,y,-,-,-,-,-,o,-,N,-,w,o,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,-,t,-,-,-,-,y,-,-,-,-,-,i,-,t,-,y,i,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,-,t,-,-,-,-,y,-,-,-,-,-,u,-,N,-,N,u,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,-,t,-,-,-,-,y,-,-,-,-,-,u,-,t,-,y,u,-,-,-,-,-,-,-,-
jire1238,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,k,-,t,e,-,-,-,-,-,-,-,-
sher1255,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,N,-,m,e,-,-,-,-,-,-,-,-
kaik1246,-,-,-,-,-,-,-,-,-,t,-,-,-,-,S,-,-,-,-,h,u,-,m,-,-,a,-,-,-,-,-,-,-,-
dakp1242,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,e,-,m,-,-,o,-,-,-,-,-,-,-,-
nucl1729,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,i,-,t,-,-,a,-,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,-,-,-,-,t,-,-,-,-,S,-,-,-,-,-,E,-,N,-,p,a,-,-,-,-,-,-,-,-
guru1261,-,-,-,-,-,-,-,-,-,t,-,-,-,-,S,u,g,u,t,h,i,-,r,-,-,i,-,-,-,-,-,-,-,-
bang1338,-,a,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bang1338,-,-,m,-,-,a,-,i,u,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tagi1241,-,-,-,-,-,a,-,i,e,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
nyis1236,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,-,-,-,-,-
nisi1238,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,o,-,-,-,-,-,-,-,-
pada1257,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
bori1243,-,-,-,-,-,e,-,-,-,t,-,-,-,-,s,-,-,-,-,-,y,-,-,-,-,o,-,-,-,-,-,p,-,-
apat1240,-,-,t,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,o,-,-,-,-,-,-,-,-
tara1313,-,-,k,-,-,3,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,e,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,i,-,-,-,t,-,-,-,-,s,-,-,-,-,y,i,-,-,-,-,a,-,-,-,-,-,-,-,-
quey1238,-,-,z,-,-,a,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
horp1239,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,a,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,a
yimc1240,-,-,-,-,-,a,n,i,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
chon1286,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,a
mong1332,-,-,-,-,-,-,-,-,-,t,-,a,-,-,s,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,w,-,a
loth1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,r,-,3
loth1237,-,-,-,-,-,-,-,e,-,t,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,k,-,-,a,-,r,-,o
poch1243,-,-,-,-,-,a,-,-,-,r,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
hmar1241,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,-,-,-,n
haka1240,-,-,-,-,-,-,-,-,-,h,-,m,-,-,e,-,-,-,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,-
gang1266,-,-,-,-,-,-,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
tang1336,-,-,k,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,o
mani1292,-,-,-,-,-,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,k,-,-,-,-,p,-,a
maon1238,-,-,k,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
chok1243,-,-,k,-,-,3,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,y,-,-,i,-,-,-,-,-,-,-,-
reng1255,-,-,k,-,-,e,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,N,-,-,-,-,-,-,-
zeme1240,-,-,k,-,-,e,-,-,-,t,-,-,-,-,s,-,-,-,-,-,-,-,h,-,-,e,-,-,-,-,-,b,-,e
lian1251,-,-,k,-,-,a,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,e,m,-,-,-,-,b,-,u
mara1379,-,-,-,-,-,-,-,-,-,t,-,-,-,-,s,-,-,-,-,-,-,-,h,-,-,e,N,-,-,-,-,-,-,-
kach1280,-,-,k,-,-,3,-,-,-,t,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
noct1238,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,N,-,-
wanc1238,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
phom1236,Z,3,k,-,-,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
bodo1269,m,a,N,-,-,a,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-
bodo1269,m,a,N,-,-,a,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-
dima1251,-,-,k,-,h,a,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,b,-,a
rabh1238,m,3,l,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
akha1245,-,-,-,-,-,3,-,-,-,m,-,i,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
miji1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
miji1239,-,-,-,-,-,-,-,-,-,m,-,i,e,-,z,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
sher1257,-,-,-,-,-,a,-,-,-,t,-,-,-,-,s,-,-,-,-,-,a,-,n,-,d,u,-,-,-,-,-,-,-,-
bugu1246,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,u,-,-,-,-,-,N,-,-
manu1255,-,-,p,-,-,i,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,p,-,-,-,-,h,-,o
manu1255,-,-,p,-,-,i,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,p,-,-,-,-,h,-,o
yint1235,-,-,-,-,-,-,-,-,-,k,-,-,-,-,h,-,-,-,-,-,u,-,b,-,-,i,-,-,-,-,-,-,-,-
west2409,-,-,p,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
west2409,-,-,p,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kaya1317,-,-,-,-,-,-,-,-,-,s,-,-,-,-,h,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-,-,N,-,-
yinb1236,-,-,-,-,-,-,-,-,-,S,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
geko1235,-,-,-,-,-,-,-,-,-,s,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,7,-,-
paok1235,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
geba1237,-,-,-,-,-,-,-,-,-,S,-,i,7,p,h,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-
sgaw1245,-,-,-,-,-,-,-,-,-,s,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,7,-,-
mand1415,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,a,o,-,-,-
hakk1236,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
mind1253,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,u,N,-,-
oldc1244,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,u,7,-,-
jian1239,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
nort2732,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,a,-,n,-,-
