language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52
kove1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
male1289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-
mind1255,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,e,N,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,e,N,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,m,-,l,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,u,-,-
awad1244,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,m,a,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,u,-,-
ronj1237,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,m,o,-,g,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,m,o,-,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,i,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,5,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,e,-,e,-,-
meng1267,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,i,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,N,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,u,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,7,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,7,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,a,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,h,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,h,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,a,n,-,-,-,u,-,-,-,-,-,-,i,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,a,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,k,-,-,-,e,-,t,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
west2519,-,-,-,-,k,-,-,-,e,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,v,-,-,-,u,-,-,t,u,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bulu1253,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,v,-,-,-,u,-,-,t,u,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,g,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,N,-,g,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,i,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mera1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,i,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,-,o,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,-,o,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,r,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
lauu1247,-,k,u,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,o,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,o,n,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,o,N,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,r,-,-,-,a,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,r,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,r,-,-,-,a,-,k,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,o,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,-,a,o,p,-,-,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,-,a,u,p,-,-,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,o,-,b,-,-,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,w,a,-,-,f,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,a,-,h,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,t,-,-,-,o,m,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,t,-,-,-,o,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,t,-,-,-,o,m,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tand1254,-,-,-,-,t,-,-,-,o,m,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,t,-,-,-,o,m,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
